ID_Obat;Nama_Obat;Kategori;Indikasi;Kontraindikasi;Dosis_Dewasa;Dosis_Anak;Bentuk_Sediaan;Kandungan;Efek_Samping;Interaksi;Peringatan;Harga;Ketersediaan;Produsen;No_BPOM;Golongan;Resep;Rating
FLUDG01;Decolgen;Flu;Flu, pilek;Hipertensi;1 tablet, 3x sehari;Tidak direkomendasikan;Tablet;Paracetamol, Phenylephrine;Mengantuk, pusing;Antihipertensi, MAOIs;Hati-hati mengemudi;Rp3.000;Tersedia;PT Darya-Varia;DBL7821013;Bebas Terbatas;Tidak;4
FLUDG01;Decolgen;Flu;Flu, pilek;Hipertensi;1 tablet, 3x sehari;Tidak direkomendasikan;Tablet;Paracetamol, Phenylephrine;Mengantuk, pusing;Antihipertensi, MAOIs;Hati-hati mengemudi;Rp3.000;Tersedia;PT Darya-Varia;DBL7821013;Bebas Terbatas;Tidak;4
FLUDG01;Decolgen;Flu;Flu, pilek;Hipertensi;1 tablet, 3x sehari;Tidak direkomendasikan;Tablet;Paracetamol, Phenylephrine;Mengantuk, pusing;Antihipertensi, MAOIs;Hati-hati mengemudi;Rp3.000;Tersedia;PT Darya-Varia;DBL7821013;Bebas Terbatas;Tidak;4
FLUDG01;Decolgen;Flu;Flu, pilek;Hipertensi;1 tablet, 3x sehari;Tidak direkomendasikan;Tablet;Paracetamol, Phenylephrine;Mengantuk, pusing;Antihipertensi, MAOIs;Hati-hati mengemudi;Rp3.000;Tersedia;PT Darya-Varia;DBL7821013;Bebas Terbatas;Tidak;4
FLUKN01;Konidin;Flu dan Batuk;Flu, batuk;Hipertensi;1 tablet, 3x sehari;Tidak direkomendasikan;Tablet;Paracetamol, Dextromethorphan;Mengantuk, pusing;MAOIs, antidepresan;Hindari mengemudi;Rp2.000;Tersedia;PT Konimex;DBL7821020;Bebas Terbatas;Tidak;4
FLUKN01;Konidin;Flu dan Batuk;Flu, batuk;Hipertensi;1 tablet, 3x sehari;Tidak direkomendasikan;Tablet;Paracetamol, Dextromethorphan;Mengantuk, pusing;MAOIs, antidepresan;Hindari mengemudi;Rp2.000;Tersedia;PT Konimex;DBL7821020;Bebas Terbatas;Tidak;4
FLUKN01;Konidin;Flu dan Batuk;Flu, batuk;Hipertensi;1 tablet, 3x sehari;Tidak direkomendasikan;Tablet;Paracetamol, Dextromethorphan;Mengantuk, pusing;MAOIs, antidepresan;Hindari mengemudi;Rp2.000;Tersedia;PT Konimex;DBL7821020;Bebas Terbatas;Tidak;4
FLUKN01;Konidin;Flu dan Batuk;Flu, batuk;Hipertensi;1 tablet, 3x sehari;Tidak direkomendasikan;Tablet;Paracetamol, Dextromethorphan;Mengantuk, pusing;MAOIs, antidepresan;Hindari mengemudi;Rp2.000;Tersedia;PT Konimex;DBL7821020;Bebas Terbatas;Tidak;4
FLUMX02;Mixagrip;Flu dan Batuk;Flu, demam, batuk;Hipertensi berat;1 tablet, 3x sehari;Tidak direkomendasikan;Tablet;Paracetamol 500mg, Phenylephrine 10mg;Mengantuk, mulut kering;MAOIs, antihipertensi;Hindari mengemudi;Rp3.000;Tersedia;PT Kalbe Farma;DBL7821005;Bebas Terbatas;Tidak;5
FLUMX02;Mixagrip;Flu dan Batuk;Flu, demam, batuk;Hipertensi berat;1 tablet, 3x sehari;Tidak direkomendasikan;Tablet;Paracetamol 500mg, Phenylephrine 10mg;Mengantuk, mulut kering;MAOIs, antihipertensi;Hindari mengemudi;Rp3.000;Tersedia;PT Kalbe Farma;DBL7821005;Bebas Terbatas;Tidak;5
FLUMX02;Mixagrip;Flu dan Batuk;Flu, demam, batuk;Hipertensi berat;1 tablet, 3x sehari;Tidak direkomendasikan;Tablet;Paracetamol 500mg, Phenylephrine 10mg;Mengantuk, mulut kering;MAOIs, antihipertensi;Hindari mengemudi;Rp3.000;Tersedia;PT Kalbe Farma;DBL7821005;Bebas Terbatas;Tidak;5
FLUMX02;Mixagrip;Flu dan Batuk;Flu, demam, batuk;Hipertensi berat;1 tablet, 3x sehari;Tidak direkomendasikan;Tablet;Paracetamol 500mg, Phenylephrine 10mg;Mengantuk, mulut kering;MAOIs, antihipertensi;Hindari mengemudi;Rp3.000;Tersedia;PT Kalbe Farma;DBL7821005;Bebas Terbatas;Tidak;5
BTKOBH01;OBH;Batuk Ekspektoran;Batuk berdahak;Hipersensitivitas;15ml, 3x sehari;5-10ml, 3x sehari;Sirup;Succus Liquiritiae, Ammonium Chloride;Mual ringan;Tidak signifikan;Dapat menyebabkan kantuk;Rp15.000;Tersedia;PT Kimia Farma;DBL7821004;Bebas;Tidak;5
BTKOBH01;OBH;Batuk Ekspektoran;Batuk berdahak;Hipersensitivitas;15ml, 3x sehari;5-10ml, 3x sehari;Sirup;Succus Liquiritiae, Ammonium Chloride;Mual ringan;Tidak signifikan;Dapat menyebabkan kantuk;Rp15.000;Tersedia;PT Kimia Farma;DBL7821004;Bebas;Tidak;5
BTKOBH01;OBH;Batuk Ekspektoran;Batuk berdahak;Hipersensitivitas;15ml, 3x sehari;5-10ml, 3x sehari;Sirup;Succus Liquiritiae, Ammonium Chloride;Mual ringan;Tidak signifikan;Dapat menyebabkan kantuk;Rp15.000;Tersedia;PT Kimia Farma;DBL7821004;Bebas;Tidak;5
BTKOBH01;OBH;Batuk Ekspektoran;Batuk berdahak;Hipersensitivitas;15ml, 3x sehari;5-10ml, 3x sehari;Sirup;Succus Liquiritiae, Ammonium Chloride;Mual ringan;Tidak signifikan;Dapat menyebabkan kantuk;Rp15.000;Tersedia;PT Kimia Farma;DBL7821004;Bebas;Tidak;5
BTKOBH01;OBH;Batuk Ekspektoran;Batuk berdahak;Hipersensitivitas;15ml, 3x sehari;5-10ml, 3x sehari;Sirup;Succus Liquiritiae, Ammonium Chloride;Mual ringan;Tidak signifikan;Dapat menyebabkan kantuk;Rp15.000;Tersedia;PT Kimia Farma;DBL7821004;Bebas;Tidak;5
FLUPN02;Panadol Cold & Flu;Flu;Flu, demam;Gangguan hati;2 tablet, 4x sehari;Sesuai berat badan;Tablet;Paracetamol 500mg, Pseudoephedrine;Insomnia, gugup;MAOIs, beta blocker;Tidak untuk hipertensi;Rp15.000;Tersedia;PT Sterling;DBL7821008;Bebas Terbatas;Tidak;4
FLUPN02;Panadol Cold & Flu;Flu;Flu, demam;Gangguan hati;2 tablet, 4x sehari;Sesuai berat badan;Tablet;Paracetamol 500mg, Pseudoephedrine;Insomnia, gugup;MAOIs, beta blocker;Tidak untuk hipertensi;Rp15.000;Tersedia;PT Sterling;DBL7821008;Bebas Terbatas;Tidak;4
FLUPN02;Panadol Cold & Flu;Flu;Flu, demam;Gangguan hati;2 tablet, 4x sehari;Sesuai berat badan;Tablet;Paracetamol 500mg, Pseudoephedrine;Insomnia, gugup;MAOIs, beta blocker;Tidak untuk hipertensi;Rp15.000;Tersedia;PT Sterling;DBL7821008;Bebas Terbatas;Tidak;4
FLUPN02;Panadol Cold & Flu;Flu;Flu, demam;Gangguan hati;2 tablet, 4x sehari;Sesuai berat badan;Tablet;Paracetamol 500mg, Pseudoephedrine;Insomnia, gugup;MAOIs, beta blocker;Tidak untuk hipertensi;Rp15.000;Tersedia;PT Sterling;DBL7821008;Bebas Terbatas;Tidak;4
FLUPN02;Panadol Cold & Flu;Flu;Flu, demam;Gangguan hati;2 tablet, 4x sehari;Sesuai berat badan;Tablet;Paracetamol 500mg, Pseudoephedrine;Insomnia, gugup;MAOIs, beta blocker;Tidak untuk hipertensi;Rp15.000;Tersedia;PT Sterling;DBL7821008;Bebas Terbatas;Tidak;4
FLUPN02;Panadol Cold & Flu;Flu;Flu, demam;Gangguan hati;2 tablet, 4x sehari;Sesuai berat badan;Tablet;Paracetamol 500mg, Pseudoephedrine;Insomnia, gugup;MAOIs, beta blocker;Tidak untuk hipertensi;Rp15.000;Tersedia;PT Sterling;DBL7821008;Bebas Terbatas;Tidak;4
FLUPN02;Panadol Cold & Flu;Flu;Flu, demam;Gangguan hati;2 tablet, 4x sehari;Sesuai berat badan;Tablet;Paracetamol 500mg, Pseudoephedrine;Insomnia, gugup;MAOIs, beta blocker;Tidak untuk hipertensi;Rp15.000;Tersedia;PT Sterling;DBL7821008;Bebas Terbatas;Tidak;4
FLUPN02;Panadol Cold & Flu;Flu;Flu, demam;Gangguan hati;2 tablet, 4x sehari;Sesuai berat badan;Tablet;Paracetamol 500mg, Pseudoephedrine;Insomnia, gugup;MAOIs, beta blocker;Tidak untuk hipertensi;Rp15.000;Tersedia;PT Sterling;DBL7821008;Bebas Terbatas;Tidak;4
VITVC01;Vitacimin;Vitamin;Daya tahan tubuh;Hipersensitivitas;1 tablet, 1x sehari;½ tablet, 1x sehari;Tablet;Vitamin C 500mg;Mual ringan;Tidak signifikan;Tidak ada khusus;Rp3.000;Tersedia;PT Takeda;DBL7821025;Bebas;Tidak;4
VITVC01;Vitacimin;Vitamin;Daya tahan tubuh;Hipersensitivitas;1 tablet, 1x sehari;½ tablet, 1x sehari;Tablet;Vitamin C 500mg;Mual ringan;Tidak signifikan;Tidak ada khusus;Rp3.000;Tersedia;PT Takeda;DBL7821025;Bebas;Tidak;4
VITEC01;Enervon-C;Vitamin;Daya tahan tubuh;Hipersensitivitas;1 tablet, 1x sehari;½ tablet, 1x sehari;Tablet;Vitamin C, B kompleks;Mual ringan;Tidak signifikan;Tidak ada khusus;Rp25.000;Tersedia;PT Darya-Varia;DBL7821026;Bebas;Tidak;4
VITVC01;Vitacimin;Vitamin;Daya tahan tubuh;Hipersensitivitas;1 tablet, 1x sehari;½ tablet, 1x sehari;Tablet;Vitamin C 500mg;Mual ringan;Tidak signifikan;Tidak ada khusus;Rp3.000;Tersedia;PT Takeda;DBL7821025;Bebas;Tidak;4
VITNB01;Neurobion;Vitamin B;Defisiensi vitamin B;Hipersensitivitas;1 tablet, 1x sehari;Tidak direkomendasikan;Tablet;Vitamin B1, B6, B12;Urin kuning terang;Tidak signifikan;Warna urin dapat berubah;Rp30.000;Tersedia;PT Merck;DBL7821027;Bebas;Tidak;5
VITNB01;Neurobion;Vitamin B;Defisiensi vitamin B;Hipersensitivitas;1 tablet, 1x sehari;Tidak direkomendasikan;Tablet;Vitamin B1, B6, B12;Urin kuning terang;Tidak signifikan;Warna urin dapat berubah;Rp30.000;Tersedia;PT Merck;DBL7821027;Bebas;Tidak;5
VITHV01;Hemaviton;Multivitamin;Stamina, energi;Hipersensitivitas;1 tablet, 1x sehari;Tidak direkomendasikan;Tablet;Multivitamin, Ginseng;Insomnia, gugup;Tidak signifikan;Hindari konsumsi malam;Rp20.000;Tersedia;PT Tempo Scan Pacific Tbk;DBL7821028;Bebas;Tidak;4
VITNB01;Neurobion;Vitamin B;Defisiensi vitamin B;Hipersensitivitas;1 tablet, 1x sehari;Tidak direkomendasikan;Tablet;Vitamin B1, B6, B12;Urin kuning terang;Tidak signifikan;Warna urin dapat berubah;Rp30.000;Tersedia;PT Merck;DBL7821027;Bebas;Tidak;5
VITEC01;Enervon-C;Vitamin;Daya tahan tubuh;Hipersensitivitas;1 tablet, 1x sehari;½ tablet, 1x sehari;Tablet;Vitamin C, B kompleks;Mual ringan;Tidak signifikan;Tidak ada khusus;Rp25.000;Tersedia;PT Darya-Varia;DBL7821026;Bebas;Tidak;4
VITNB01;Neurobion;Vitamin B;Defisiensi vitamin B;Hipersensitivitas;1 tablet, 1x sehari;Tidak direkomendasikan;Tablet;Vitamin B1, B6, B12;Urin kuning terang;Tidak signifikan;Warna urin dapat berubah;Rp30.000;Tersedia;PT Merck;DBL7821027;Bebas;Tidak;5
VITVC01;Vitacimin;Vitamin;Daya tahan tubuh;Hipersensitivitas;1 tablet, 1x sehari;½ tablet, 1x sehari;Tablet;Vitamin C 500mg;Mual ringan;Tidak signifikan;Tidak ada khusus;Rp3.000;Tersedia;PT Takeda;DBL7821025;Bebas;Tidak;4
VITNB01;Neurobion;Vitamin B;Defisiensi vitamin B;Hipersensitivitas;1 tablet, 1x sehari;Tidak direkomendasikan;Tablet;Vitamin B1, B6, B12;Urin kuning terang;Tidak signifikan;Warna urin dapat berubah;Rp30.000;Tersedia;PT Merck;DBL7821027;Bebas;Tidak;5
VITVC01;Vitacimin;Vitamin;Daya tahan tubuh;Hipersensitivitas;1 tablet, 1x sehari;½ tablet, 1x sehari;Tablet;Vitamin C 500mg;Mual ringan;Tidak signifikan;Tidak ada khusus;Rp3.000;Tersedia;PT Takeda;DBL7821025;Bebas;Tidak;4
VITHV01;Hemaviton;Multivitamin;Stamina, energi;Hipersensitivitas;1 tablet, 1x sehari;Tidak direkomendasikan;Tablet;Multivitamin, Ginseng;Insomnia, gugup;Tidak signifikan;Hindari konsumsi malam;Rp20.000;Tersedia;PT Tempo Scan Pacific Tbk;DBL7821028;Bebas;Tidak;4
VITNB01;Neurobion;Vitamin B;Defisiensi vitamin B;Hipersensitivitas;1 tablet, 1x sehari;Tidak direkomendasikan;Tablet;Vitamin B1, B6, B12;Urin kuning terang;Tidak signifikan;Warna urin dapat berubah;Rp30.000;Tersedia;PT Merck;DBL7821027;Bebas;Tidak;5
VITVC01;Vitacimin;Vitamin;Daya tahan tubuh;Hipersensitivitas;1 tablet, 1x sehari;½ tablet, 1x sehari;Tablet;Vitamin C 500mg;Mual ringan;Tidak signifikan;Tidak ada khusus;Rp3.000;Tersedia;PT Takeda;DBL7821025;Bebas;Tidak;4
VITEC01;Enervon-C;Vitamin;Daya tahan tubuh;Hipersensitivitas;1 tablet, 1x sehari;½ tablet, 1x sehari;Tablet;Vitamin C, B kompleks;Mual ringan;Tidak signifikan;Tidak ada khusus;Rp25.000;Tersedia;PT Darya-Varia;DBL7821026;Bebas;Tidak;4
VITVC01;Vitacimin;Vitamin;Daya tahan tubuh;Hipersensitivitas;1 tablet, 1x sehari;½ tablet, 1x sehari;Tablet;Vitamin C 500mg;Mual ringan;Tidak signifikan;Tidak ada khusus;Rp3.000;Tersedia;PT Takeda;DBL7821025;Bebas;Tidak;4
VITEC01;Enervon-C;Vitamin;Daya tahan tubuh;Hipersensitivitas;1 tablet, 1x sehari;½ tablet, 1x sehari;Tablet;Vitamin C, B kompleks;Mual ringan;Tidak signifikan;Tidak ada khusus;Rp25.000;Tersedia;PT Darya-Varia;DBL7821026;Bebas;Tidak;4
VITHV01;Hemaviton;Multivitamin;Stamina, energi;Hipersensitivitas;1 tablet, 1x sehari;Tidak direkomendasikan;Tablet;Multivitamin, Ginseng;Insomnia, gugup;Tidak signifikan;Hindari konsumsi malam;Rp20.000;Tersedia;PT Tempo Scan Pacific Tbk;DBL7821028;Bebas;Tidak;4
VITEC01;Enervon-C;Vitamin;Daya tahan tubuh;Hipersensitivitas;1 tablet, 1x sehari;½ tablet, 1x sehari;Tablet;Vitamin C, B kompleks;Mual ringan;Tidak signifikan;Tidak ada khusus;Rp25.000;Tersedia;PT Darya-Varia;DBL7821026;Bebas;Tidak;4
VITHV01;Hemaviton;Multivitamin;Stamina, energi;Hipersensitivitas;1 tablet, 1x sehari;Tidak direkomendasikan;Tablet;Multivitamin, Ginseng;Insomnia, gugup;Tidak signifikan;Hindari konsumsi malam;Rp20.000;Tersedia;PT Tempo Scan Pacific Tbk;DBL7821028;Bebas;Tidak;4
VITNB01;Neurobion;Vitamin B;Defisiensi vitamin B;Hipersensitivitas;1 tablet, 1x sehari;Tidak direkomendasikan;Tablet;Vitamin B1, B6, B12;Urin kuning terang;Tidak signifikan;Warna urin dapat berubah;Rp30.000;Tersedia;PT Merck;DBL7821027;Bebas;Tidak;5
VITVC01;Vitacimin;Vitamin;Daya tahan tubuh;Hipersensitivitas;1 tablet, 1x sehari;½ tablet, 1x sehari;Tablet;Vitamin C 500mg;Mual ringan;Tidak signifikan;Tidak ada khusus;Rp3.000;Tersedia;PT Takeda;DBL7821025;Bebas;Tidak;4
VITVC01;Vitacimin;Vitamin;Daya tahan tubuh;Hipersensitivitas;1 tablet, 1x sehari;½ tablet, 1x sehari;Tablet;Vitamin C 500mg;Mual ringan;Tidak signifikan;Tidak ada khusus;Rp3.000;Tersedia;PT Takeda;DBL7821025;Bebas;Tidak;4
VITNB01;Neurobion;Vitamin B;Defisiensi vitamin B;Hipersensitivitas;1 tablet, 1x sehari;Tidak direkomendasikan;Tablet;Vitamin B1, B6, B12;Urin kuning terang;Tidak signifikan;Warna urin dapat berubah;Rp30.000;Tersedia;PT Merck;DBL7821027;Bebas;Tidak;5
VITNB01;Neurobion;Vitamin B;Defisiensi vitamin B;Hipersensitivitas;1 tablet, 1x sehari;Tidak direkomendasikan;Tablet;Vitamin B1, B6, B12;Urin kuning terang;Tidak signifikan;Warna urin dapat berubah;Rp30.000;Tersedia;PT Merck;DBL7821027;Bebas;Tidak;5
VITNB01;Neurobion;Vitamin B;Defisiensi vitamin B;Hipersensitivitas;1 tablet, 1x sehari;Tidak direkomendasikan;Tablet;Vitamin B1, B6, B12;Urin kuning terang;Tidak signifikan;Warna urin dapat berubah;Rp30.000;Tersedia;PT Merck;DBL7821027;Bebas;Tidak;5
VITVC01;Vitacimin;Vitamin;Daya tahan tubuh;Hipersensitivitas;1 tablet, 1x sehari;½ tablet, 1x sehari;Tablet;Vitamin C 500mg;Mual ringan;Tidak signifikan;Tidak ada khusus;Rp3.000;Tersedia;PT Takeda;DBL7821025;Bebas;Tidak;4
VITVC01;Vitacimin;Vitamin;Daya tahan tubuh;Hipersensitivitas;1 tablet, 1x sehari;½ tablet, 1x sehari;Tablet;Vitamin C 500mg;Mual ringan;Tidak signifikan;Tidak ada khusus;Rp3.000;Tersedia;PT Takeda;DBL7821025;Bebas;Tidak;4
VITVC01;Vitacimin;Vitamin;Daya tahan tubuh;Hipersensitivitas;1 tablet, 1x sehari;½ tablet, 1x sehari;Tablet;Vitamin C 500mg;Mual ringan;Tidak signifikan;Tidak ada khusus;Rp3.000;Tersedia;PT Takeda;DBL7821025;Bebas;Tidak;4
VITEC01;Enervon-C;Vitamin;Daya tahan tubuh;Hipersensitivitas;1 tablet, 1x sehari;½ tablet, 1x sehari;Tablet;Vitamin C, B kompleks;Mual ringan;Tidak signifikan;Tidak ada khusus;Rp25.000;Tersedia;PT Darya-Varia;DBL7821026;Bebas;Tidak;4
VITNB01;Neurobion;Vitamin B;Defisiensi vitamin B;Hipersensitivitas;1 tablet, 1x sehari;Tidak direkomendasikan;Tablet;Vitamin B1, B6, B12;Urin kuning terang;Tidak signifikan;Warna urin dapat berubah;Rp30.000;Tersedia;PT Merck;DBL7821027;Bebas;Tidak;5
VITHV01;Hemaviton;Multivitamin;Stamina, energi;Hipersensitivitas;1 tablet, 1x sehari;Tidak direkomendasikan;Tablet;Multivitamin, Ginseng;Insomnia, gugup;Tidak signifikan;Hindari konsumsi malam;Rp20.000;Tersedia;PT Tempo Scan Pacific Tbk;DBL7821028;Bebas;Tidak;4
VITNB01;Neurobion;Vitamin B;Defisiensi vitamin B;Hipersensitivitas;1 tablet, 1x sehari;Tidak direkomendasikan;Tablet;Vitamin B1, B6, B12;Urin kuning terang;Tidak signifikan;Warna urin dapat berubah;Rp30.000;Tersedia;PT Merck;DBL7821027;Bebas;Tidak;5
VITVC01;Vitacimin;Vitamin;Daya tahan tubuh;Hipersensitivitas;1 tablet, 1x sehari;½ tablet, 1x sehari;Tablet;Vitamin C 500mg;Mual ringan;Tidak signifikan;Tidak ada khusus;Rp3.000;Tersedia;PT Takeda;DBL7821025;Bebas;Tidak;4
VITVC01;Vitacimin;Vitamin;Daya tahan tubuh;Hipersensitivitas;1 tablet, 1x sehari;½ tablet, 1x sehari;Tablet;Vitamin C 500mg;Mual ringan;Tidak signifikan;Tidak ada khusus;Rp3.000;Tersedia;PT Takeda;DBL7821025;Bebas;Tidak;4
VITVC01;Vitacimin;Vitamin;Daya tahan tubuh;Hipersensitivitas;1 tablet, 1x sehari;½ tablet, 1x sehari;Tablet;Vitamin C 500mg;Mual ringan;Tidak signifikan;Tidak ada khusus;Rp3.000;Tersedia;PT Takeda;DBL7821025;Bebas;Tidak;4
VITVC01;Vitacimin;Vitamin;Daya tahan tubuh;Hipersensitivitas;1 tablet, 1x sehari;½ tablet, 1x sehari;Tablet;Vitamin C 500mg;Mual ringan;Tidak signifikan;Tidak ada khusus;Rp3.000;Tersedia;PT Takeda;DBL7821025;Bebas;Tidak;4
VITNB01;Neurobion;Vitamin B;Defisiensi vitamin B;Hipersensitivitas;1 tablet, 1x sehari;Tidak direkomendasikan;Tablet;Vitamin B1, B6, B12;Urin kuning terang;Tidak signifikan;Warna urin dapat berubah;Rp30.000;Tersedia;PT Merck;DBL7821027;Bebas;Tidak;5
VITVC01;Vitacimin;Vitamin;Daya tahan tubuh;Hipersensitivitas;1 tablet, 1x sehari;½ tablet, 1x sehari;Tablet;Vitamin C 500mg;Mual ringan;Tidak signifikan;Tidak ada khusus;Rp3.000;Tersedia;PT Takeda;DBL7821025;Bebas;Tidak;4
VITNB01;Neurobion;Vitamin B;Defisiensi vitamin B;Hipersensitivitas;1 tablet, 1x sehari;Tidak direkomendasikan;Tablet;Vitamin B1, B6, B12;Urin kuning terang;Tidak signifikan;Warna urin dapat berubah;Rp30.000;Tersedia;PT Merck;DBL7821027;Bebas;Tidak;5
VITVC01;Vitacimin;Vitamin;Daya tahan tubuh;Hipersensitivitas;1 tablet, 1x sehari;½ tablet, 1x sehari;Tablet;Vitamin C 500mg;Mual ringan;Tidak signifikan;Tidak ada khusus;Rp3.000;Tersedia;PT Takeda;DBL7821025;Bebas;Tidak;4
VITVC01;Vitacimin;Vitamin;Daya tahan tubuh;Hipersensitivitas;1 tablet, 1x sehari;½ tablet, 1x sehari;Tablet;Vitamin C 500mg;Mual ringan;Tidak signifikan;Tidak ada khusus;Rp3.000;Tersedia;PT Takeda;DBL7821025;Bebas;Tidak;4
VITHV01;Hemaviton;Multivitamin;Stamina, energi;Hipersensitivitas;1 tablet, 1x sehari;Tidak direkomendasikan;Tablet;Multivitamin, Ginseng;Insomnia, gugup;Tidak signifikan;Hindari konsumsi malam;Rp20.000;Tersedia;PT Tempo Scan Pacific Tbk;DBL7821028;Bebas;Tidak;4
VITNB01;Neurobion;Vitamin B;Defisiensi vitamin B;Hipersensitivitas;1 tablet, 1x sehari;Tidak direkomendasikan;Tablet;Vitamin B1, B6, B12;Urin kuning terang;Tidak signifikan;Warna urin dapat berubah;Rp30.000;Tersedia;PT Merck;DBL7821027;Bebas;Tidak;5
VITNB01;Neurobion;Vitamin B;Defisiensi vitamin B;Hipersensitivitas;1 tablet, 1x sehari;Tidak direkomendasikan;Tablet;Vitamin B1, B6, B12;Urin kuning terang;Tidak signifikan;Warna urin dapat berubah;Rp30.000;Tersedia;PT Merck;DBL7821027;Bebas;Tidak;5
VITNB01;Neurobion;Vitamin B;Defisiensi vitamin B;Hipersensitivitas;1 tablet, 1x sehari;Tidak direkomendasikan;Tablet;Vitamin B1, B6, B12;Urin kuning terang;Tidak signifikan;Warna urin dapat berubah;Rp30.000;Tersedia;PT Merck;DBL7821027;Bebas;Tidak;5
VITNB01;Neurobion;Vitamin B;Defisiensi vitamin B;Hipersensitivitas;1 tablet, 1x sehari;Tidak direkomendasikan;Tablet;Vitamin B1, B6, B12;Urin kuning terang;Tidak signifikan;Warna urin dapat berubah;Rp30.000;Tersedia;PT Merck;DBL7821027;Bebas;Tidak;5
VITNB01;Neurobion;Vitamin B;Defisiensi vitamin B;Hipersensitivitas;1 tablet, 1x sehari;Tidak direkomendasikan;Tablet;Vitamin B1, B6, B12;Urin kuning terang;Tidak signifikan;Warna urin dapat berubah;Rp30.000;Tersedia;PT Merck;DBL7821027;Bebas;Tidak;5
VITNB01;Neurobion;Vitamin B;Defisiensi vitamin B;Hipersensitivitas;1 tablet, 1x sehari;Tidak direkomendasikan;Tablet;Vitamin B1, B6, B12;Urin kuning terang;Tidak signifikan;Warna urin dapat berubah;Rp30.000;Tersedia;PT Merck;DBL7821027;Bebas;Tidak;5
VITNB01;Neurobion;Vitamin B;Defisiensi vitamin B;Hipersensitivitas;1 tablet, 1x sehari;Tidak direkomendasikan;Tablet;Vitamin B1, B6, B12;Urin kuning terang;Tidak signifikan;Warna urin dapat berubah;Rp30.000;Tersedia;PT Merck;DBL7821027;Bebas;Tidak;5
VITNB01;Neurobion;Vitamin B;Defisiensi vitamin B;Hipersensitivitas;1 tablet, 1x sehari;Tidak direkomendasikan;Tablet;Vitamin B1, B6, B12;Urin kuning terang;Tidak signifikan;Warna urin dapat berubah;Rp30.000;Tersedia;PT Merck;DBL7821027;Bebas;Tidak;5
VITVC01;Vitacimin;Vitamin;Daya tahan tubuh;Hipersensitivitas;1 tablet, 1x sehari;½ tablet, 1x sehari;Tablet;Vitamin C 500mg;Mual ringan;Tidak signifikan;Tidak ada khusus;Rp3.000;Tersedia;PT Takeda;DBL7821025;Bebas;Tidak;4
VITVC01;Vitacimin;Vitamin;Daya tahan tubuh;Hipersensitivitas;1 tablet, 1x sehari;½ tablet, 1x sehari;Tablet;Vitamin C 500mg;Mual ringan;Tidak signifikan;Tidak ada khusus;Rp3.000;Tersedia;PT Takeda;DBL7821025;Bebas;Tidak;4
VITNB01;Neurobion;Vitamin B;Defisiensi vitamin B;Hipersensitivitas;1 tablet, 1x sehari;Tidak direkomendasikan;Tablet;Vitamin B1, B6, B12;Urin kuning terang;Tidak signifikan;Warna urin dapat berubah;Rp30.000;Tersedia;PT Merck;DBL7821027;Bebas;Tidak;5
VITNB01;Neurobion;Vitamin B;Defisiensi vitamin B;Hipersensitivitas;1 tablet, 1x sehari;Tidak direkomendasikan;Tablet;Vitamin B1, B6, B12;Urin kuning terang;Tidak signifikan;Warna urin dapat berubah;Rp30.000;Tersedia;PT Merck;DBL7821027;Bebas;Tidak;5
VITVC01;Vitacimin;Vitamin;Daya tahan tubuh;Hipersensitivitas;1 tablet, 1x sehari;½ tablet, 1x sehari;Tablet;Vitamin C 500mg;Mual ringan;Tidak signifikan;Tidak ada khusus;Rp3.000;Tersedia;PT Takeda;DBL7821025;Bebas;Tidak;4
VITVC01;Vitacimin;Vitamin;Daya tahan tubuh;Hipersensitivitas;1 tablet, 1x sehari;½ tablet, 1x sehari;Tablet;Vitamin C 500mg;Mual ringan;Tidak signifikan;Tidak ada khusus;Rp3.000;Tersedia;PT Takeda;DBL7821025;Bebas;Tidak;4
VITNB01;Neurobion;Vitamin B;Defisiensi vitamin B;Hipersensitivitas;1 tablet, 1x sehari;Tidak direkomendasikan;Tablet;Vitamin B1, B6, B12;Urin kuning terang;Tidak signifikan;Warna urin dapat berubah;Rp30.000;Tersedia;PT Merck;DBL7821027;Bebas;Tidak;5
VITNB01;Neurobion;Vitamin B;Defisiensi vitamin B;Hipersensitivitas;1 tablet, 1x sehari;Tidak direkomendasikan;Tablet;Vitamin B1, B6, B12;Urin kuning terang;Tidak signifikan;Warna urin dapat berubah;Rp30.000;Tersedia;PT Merck;DBL7821027;Bebas;Tidak;5
VITEC01;Enervon-C;Vitamin;Daya tahan tubuh;Hipersensitivitas;1 tablet, 1x sehari;½ tablet, 1x sehari;Tablet;Vitamin C, B kompleks;Mual ringan;Tidak signifikan;Tidak ada khusus;Rp25.000;Tersedia;PT Darya-Varia;DBL7821026;Bebas;Tidak;4
VITHV01;Hemaviton;Multivitamin;Stamina, energi;Hipersensitivitas;1 tablet, 1x sehari;Tidak direkomendasikan;Tablet;Multivitamin, Ginseng;Insomnia, gugup;Tidak signifikan;Hindari konsumsi malam;Rp20.000;Tersedia;PT Tempo Scan Pacific Tbk;DBL7821028;Bebas;Tidak;4
